,text,intent
374,جم لعدد والمصابين من الجزائر اليوم؟,infected cases
340,ولازم لتفادي,nothing identified
760,جم عددمن القضايا علي السويد,infected cases
778,هاى,greeting
783,انتى منو والا,about bot
79,عاوزه افهم اساليب والوقايه ! ڤيروس كارونا,precautions
554,إعداد القضايا,infected cases
47,الطرق الملاريا,transfer methods
76,بكام لعدد والمصابين من أمريكا بالكرونه,infected cases
447,ماكنت بسأل في تدريبات الروح عايز بعرف لو وكان هه ما شكراا على الفكره,breathing test
561,اهي إيه خطوات التدمير الكويسة لازم علي روسكورو,sterilization and disinfection
199,"خمستاشر حد بيموت , فيروس_كورونا النهاردة",infected cases
438,عددمن الحلات,infected cases
351,رائع_جدا جدًا .. شكرًا جزيلاً من,reviews
335,وكام حالة من الجزائر,infected cases
266,نتيجة تحليله السلبيه في حملها مرضه,laboratory
259,لعدد والمصابين من بالعالم,infected cases
409,جم بعدد والاصابات ف امريكا,infected cases
435,لعدد وفيات وحالات كورونا فى البلد,infected cases
581,كيف وحاله البارحه,infected cases
703,لازم افهم باخر ومستجدات انفلونزا_الخنازير,about corona virus
597,وانت جميل_جدا,crush
711,بعدد وفيات,infected cases
698,الحلات من البرازيل,infected cases
148,بعدد وفيات_جديده انفلونزا_الخنازير لعدد مصابين ف عﻻج ليش ًوله لاا,infected cases
318,عددمن الحلات من سلطنة سلطنه_عمان,infected cases
775,اذاي واعرف لما مفيش_حد المريض كرونا ! ما,symptoms
475,متي بعرف اذ وكان عندى كرونا والا لأ؟,assessment
582,أو على الأصابات علي مدينة أسوان علي انقاذ_تابعه_للجيش,infected cases
161,؟ أصيب ااحد بانفلونزا من السجون مصرية,infected cases
723,ايه_بالظبط صنف المخدرات للي اسقع بيا بيتهم,sterilization and disinfection
625,علاج,treatment
345,الاعداد مصابين علي البلد اﻻن,infected cases
761,لماذا واثبت باي العلاج للقرحه لان اﻻن جدارته ف القانون عليهم,treatment
43,اني متضايق أوي,panic among the people
418,لعدد وفيات من ليبيا,infected cases
158,باعداد اصابات,infected cases
147,بكام ف القدس,infected cases
725,م اهي فكرة الأهرامات,nothing identified
202,خطوات الوقاية,precautions
99,ماسمعنا وان ريميدسفير وافيجان وبلاكونيل لماذا دلوقتي هه,treatment
497,لاعداد الحلات,infected cases
296,رويني,nothing identified
488,وصباح خير,greeting
5,متاكده ي نميسا اني عندى ليكى عروس,crush
517,عايزة أعرف الحالة إلي أحنا في والاضطراب حيتغير أمتي,panic among the people
198,هو السلك المنعش,emergency
786,مرحبا,greeting
240,وﻻ تبان لانك تكنو_نيوز,reviews
301,مستوصفات المدنين,business location
116,افضل البيانات,precautions
542,واهلا بهم,greeting
382,ومعنديش حاجات,nothing identified
287,اثناء ال24الماضية,infected cases
578,الحجاره والتجميل,home quarantine
384,أشكرك,reviews
405,اعددها المصابيين واليوم من ليبيا,infected cases
476,ماا وهو الموعد بلوغه وباء,the evolution of the virus
152,براڤو,reviews
643,الاوقات فى بريطانيا,infected cases
613,يمكن تقوليله ي “تعجبني لماذا بلبس الشامبوهات اساسي وﻻ لأ,muzzle/mask
361,الانتفاخ وعرض,symptoms
160,الحل_الوحيد,treatment
690,لعدد اصاباته بكرونا واليوم من السعودبة,infected cases
151,طيب نفع تقوللي عددها من اتقبض_عليه بيوم الاحد علي الجزائر,infected cases
410,باعداد القضايا علي اسبانيا وإسبانيا ف الأردن,infected cases
739,لعدد والمصابين ف البلد ويوم 13,infected cases
762,الحالات انفلونزا_الخنازير المعدله بليبيا,infected cases
261,اييه وهوا الاصل الفيروس؟,about corona virus
721,السلبيات كرونا,about corona virus
745,شرح_طريقه الوقاية . انفلونزا_الخنازير,precautions
362,! السلطه المتورطه ب سقوط فيروسات كرونا,about corona virus
664,"الكورونا يمكن بتحضريه , الهواا لو بحط الميدان",transfer methods
347,فهل فنحن ماوصلنا إلى الذروة و ﻻ,the evolution of the virus
237,ماهى مستوصفات والحجر بتركيا,business location
714,تاريخه المستبعد لحين_انتهاء لفيرس الكرونا فى الجزائر,the evolution of the virus
49,لماذا توجد العلاج للملاريا فيروس_كورونا حاليا,treatment
189,لاني لااشعر بحكه فى جسدى,assessment
381,ف المفروض اتكون اعراضه زكام لان شعارنويسي_عليه مرى,assessment
231,بلدك؟,nothing identified
322,اذا عاوزه واسافر دلوقتى واعمل ايه؟,nothing identified
757,مصطفي اوى,reviews
29,لماذا الروماتويدي انتشرت في درب البحر,transfer methods
509,وصباح الخي_ر 😁,greeting
515,الهند,infected cases
395,الفايرس بيبقي وعايش حتي اييه عل العجلات,transfer methods
645,السلام علييكم,greeting
784,طييب عاوز باي باساليب تفي_بالغرض وبعدين مقدر احرس عيالج,precautions
710,ماا اهي ماده الوحيده_التي ممكن وضعهم من رشاش السكربت ف التبييض علي منزلنا ولا م التركيزات؟,sterilization and disinfection
354,باعداد المصابيين من إنجلترا ولا ايطاليا,infected cases
127,عددمن عدد_الوفيات من الهند,infected cases
62,ليش وتوقيت بسيط يكتمل فيهم يعني,the evolution of the virus
500,سوريا,infected cases
652,اناا لااشعر مارب… بجسم لاني ما احاول_انام نومم منضبط بماا تنصحون,symptoms
332,متخفيش,nothing identified
527,ايوه,nothing identified
252,تحية شكره تحيه_تقدير لجميع طفل عربي متالق وشاركنا من وهذا التحديث,kindness
533,والسلام عليكو ازييك,how are you
445,باعداد القضايا علي المانيا,infected cases
728,شلون تصل الملاريا بانفلونزا كرونا,transfer methods
390,لماذا ف صنف اي ! الأكل برضو ضده فايرس كرونة,food and drinks
406,هل نجدها مستشفي العزل؟,business location
74,ولا الحالي,greeting
196,گم بعدد القضايا المسجلة فى البلد,infected cases
548,ماهى خطوات وتجنب الفيروس ومتي احمى نفسى,precautions
529,شكراا وسوف,reviews
724,صداعي للضغط القذر ! اعراضها كورونا,symptoms
117,القضايا ف بلجيكا,infected cases
606,وقطر,infected cases
453,كيف بعدد اصاباته ف سويسرا_ستغلق,infected cases
684,اهلن وياهلا,greeting
37,شكرًا,reviews
683,عامله_ايه ناميسه,how are you
109,عددمن القضايا النهرده وكام در “تعجبني,infected cases
138,هو الفيروس كورونا؟,about corona virus
673,هاذي,greeting
53,من خمستاشر حالة من ليبيا النهاردة نميسة,infected cases
97,وهذه الاوقات علي الجزائر وسوريا,infected cases
334,كيف بعدد الحلات من البلد اليووم,infected cases
580,لما تناقشت في الشخص اصابه جدييد ولن تبرز عليهم وعلامات المرض. ؟ الخوذه والجوانتي يستغنوا والحمايه وم العدوي؟,muzzle/mask
331,وهو من الجزائر ف جم شخص ومصاب,infected cases
267,تنصحوني بيا وبعدين ڤيروس كرونة,precautions
220,منين اصلا,nothing identified
635,اليابان,infected cases
753,القضايا بتوصل لاكتر من المانيا,infected cases
31,شكرا_جزيلا,reviews
40,ليبيا,infected cases
163,ولا في كروانا ايوه,the evolution of the virus
115,المصابيين من البلد والدولة السعودية,infected cases
260,عشان أعمل لتحليل لفيرس كرونو,laboratory
140,اذاي اوازن وبين الزكام التقليدي والطفش أعراض السكري✔,comparison
443,خمستاشر عددمن الاوقات من انغولا,infected cases
522,محتااج واعرف والاعراض المبدئيه لكرونا,symptoms
155,لما بتسمح باي بس المفروض ويفصل في جرح بنت_جبيل المثالي ! النغرشه ولا في كرونا,comparison
436,اهلن ازيك,how are you
232,جم لعدد اصاباته من 😍😍الحمد,infected cases
383,گن لعدد الحلات من تونس,infected cases
368,اخنا هنبقي وكام وواحد وعنده كورونا النهارده,infected cases
141,ﻻ شكراً,reviews
480,الحلات علي مصر,infected cases
419,باي اعراضه كارونا,symptoms
672,أعراض المرض الروماتويدي,symptoms
282,الزكام خطرا,assessment
350,تضخيم للى واضح,nothing identified
217,أنا حاسة سخونية ! درجة الحراره عالية كده يمكن مايكون البرد والا لفيرس كرونة,assessment
201,امراض المرض الكرونا,symptoms
285,التعليمات,nothing identified
215,شلل_نصفي,symptoms
216,الدول تلك_التي لن منتشر بهہ الايبولا انفلونزا_الخنازير,nothing identified
133,اييه أعراض فيروس_كورونا,symptoms
538,لماذا مرض ينقلها وعن طريقها الماء,transfer methods
73,ميرسي للغايه,reviews
636,علاج,treatment
675,عندى صداع حاطط_صوره يووغتي فهل دلوقتي تبقى فيروس_كورونا,assessment
623,عاطيب فرنسا ورايحه على فين؟,infected cases
257,نشكركم على وتقديركم ربناا يجعل ف موازين حسناتنا يالله العباد,kindness
442,عاوز كشف_تقرير النهرده هه,infected cases
595,احنا برضو بحجر المنزلى,home quarantine
52,عددمن القضايا الجديدة ف السعودية,infected cases
451,كيفية تكاثرت لفيرس فيروس_كورونا,transfer methods
284,إعداد المصابيين من العراق ولا ليبيا ف السعودية يعني,infected cases
295,أود وان تتعرفي علئ جم وحالات الدرن اليوم؟,infected cases
57,التحضير,infected cases
628,الاعداد والمصابين فى العالم_العربي,infected cases
534,المفروض بعرف اول الأعداد الخاصة بإصابات فيروسات فيروس_كورونا واليوم,infected cases
702,؟ العاده_السريه ولقب فيروسات كرونة,smoking
685,اسقع بيتهم وازاي واستخدام تنهي مخدرات والا,sterilization and disinfection
230,عددالوفيات فى روسيا,infected cases
238,بعدد القضايا من السعويه,infected cases
341,عددمن الاوقات المصابة علي ألمانيا,infected cases
617,شكراا,reviews
96,عاوزه شحن موبيلي,nothing identified
737,وحالات المانيا,infected cases
526,طييب,nothing identified
39,ولاهو كرونا .,about corona virus
139,بنسبه معدلات,infected cases
506,لماذا مريض انفلونزا_الخنازير علي الجزائر وصلنا القديمف,infected cases
712,م وسبب الضغط_والسكر المتنامي و زقوت علي ﺎلريق الاسفلت,assessment
661,إيه هوا أسوأ سيناريوا يمكن تحصل لاسرائيل,the evolution of the virus
634,العلم اذاي وانا المصابه بالصرع,symptoms
687,نفع نسال علئ واي حاجه_حلوه تالت,nothing identified
78,الهند,infected cases
176,اهي القضايا من السعودية ماوصلت له إمبارح,infected cases
537,شكرا_جزيلا لمرورك,reviews
789,متى ينتهى فيروسات انفلونزا_الخنازير,the evolution of the virus
461,الجزائر,infected cases
599,مثل أعمل لتحليل فايرس كرونة,laboratory
637,الحلات فى البلد,infected cases
414,وازاي احمى نغسي ! انفلونزا_الخنازير,precautions
479,گم بيوم بيبقا فيروس على البنايات,transfer methods
466,وشكرا لاهتمامكم,reviews
787,جوافه,nothing identified
95,"هي لعدد القضايا اليومية لمحافظة الاسماعيليه , انتشار كرونا فايرس الى والان",infected cases
446,والاعراض,symptoms
75,وشلون اطيب,sterilization and disinfection
666,أعراض مادتين المخصصات,symptoms
777,أيوه بتاع ايوه علاقتهم بالسؤال؟,nothing identified
633,شكرا_جزيلا نميسة,reviews
249,؟ فيروس_كورونا خطوره على بكل البشر,panic among the people
701,أقصد ؟ وهي وليه رفض . باول ويوم,symptoms
192,باعداد الإصابة ف القدس,infected cases
519,باي لاعداد والاصابات علي البلد انهرده,infected cases
424,ماا وهو علاجه الجنائي ضدهم فيرس فيروس_كورونا,precautions
32,يمكن واعرف اعراضها الايبولا,symptoms
364,ازاي يبدا الفايروس,the evolution of the virus
505,اهلن ويا نميسة🤣,greeting
137,بعدد إيطاليا,infected cases
563,هنبقي بكام ومصاب عشان كده والا,infected cases
741,او محافظات المصرية وظهرت بهاا حاﻻت إصابة بعدد وفيات,infected cases
758,ايه_بالظبط رقمي عشان بنتصل بيا لما ف حدا هيجيله الفايرس وحالتها بسيطه,emergency
271,؟ ولايوجد عﻻج لمريض كرونا أكيد,treatment
656,الإعداد علي الجزائر ! وقطر,infected cases
55,هي لاعداد الاصابة من اسبانيا .,infected cases
478,لاني بسأل على عﻻج,treatment
20,اعداد علي روسيا,infected cases
106,"لعدد والمصابين , كرونا من البلد",infected cases
219,اهلن يااهلا بكك,greeting
387,گم لعدد وحالات واليوم,infected cases
444,أعراض فايرس كرونة,symptoms
112,طييب الموضووع حيخلص امتا,nothing identified
689,الاوقات الجديدة,infected cases
375,الواد هينزل الجامعه بكل ويوم من ناس_كتير مصدعه عندهم ايه_بالظبط بالاعراض عشان لاتعرفني وان ده رفيقي انفلونزا_الخنازير,symptoms
208,متي تم الوقاية . كرونا وعلي_الرغم ! ضرورة التصرف معه جمهور_الهلال,precautions
742,هي لاعداد الاصابة علي المانيا والا,infected cases
178,"ماهى الادوية الوحيده_التي يساعد فروه_الراس وبيدافع في ذاته , كرونا",treatment
642,الكحه,assessment
579,الاعداد المصابين📊,infected cases
516,جم السعر الجنيه_المصري,nothing identified
431,الطرق وقاية باحدث . الاساليب الحالية,precautions
281,ماهيب باعداد الاصابة من سنغافورة .,infected cases
734,"طرق_التخلص , كارونا",precautions
389,وكان لعدد الإصابات مكرونة علي الجزائر,infected cases
367,نميسة وعايز أعرف عددمن القضايا ف بيروت,infected cases
441,گم وواحد مصابين علي ليبيا ف روسيا,infected cases
227,كيف بعدد وحالات استراليا الليله,infected cases
360,ودعاء لرفع البﻻء,prayers
398,فهل الجاكيت يحمى . الإصابة ولقاح_التهاب_الكبد,muzzle/mask
726,شكرا_جزيلا ليكي,reviews
64,تترك مسافة قدرها بكام بينى ومابين شخ_ص باخر,precautions
668,كيف لعدد والمصابين النهاردة ي نميسة ف مصر؟,infected cases
568,كيف لعدد الإصابات الازمنه من البلد,infected cases
429,اهي إيه الطرق انتقال_اللاعب العدوى,transfer methods
258,وشلون يارب_احمي نغسي . الايبولا,precautions
111,الاعداد الحلات النهرده من ليبيا,infected cases
747,البرازيل,infected cases
190,ايه_بالظبط لاخبار بالتعليم,education and work
448,من التحليل فالبيت؟,assessment
195,لعدد مصابين ف الكيان_الصهيوني,infected cases
205,ايوه آخر اخر_التطورات فى البلد ! الفيروس الكرونا,infected cases
28,درجهه الاشعاعي ستؤثر علا انفلونزا_الخنازير,warm weather
172,ازييك ‏اتقبل,how are you
80,اتمنی لگم التوفيق_والسعاده شباب ليبيا عظيمه,kindness
511,رأي لإنقاص,nothing identified
89,كيف بعدد وحالات كرونا علي الجزائر اليووم,infected cases
647,مرحبا 😄,greeting
186,الإعداد علي البلد والعراق ولا السعودية .,infected cases
524,الفايروس بيطلع للفتيات والا ناس البسيطه اصلا,most vulnerable
750,وانا_اوعدك انگ هتبقا اقذر chatbot ف بالعالم,reviews
197,اعراضه انفلونزا_الخنازير ؟؟,symptoms
669,اييه آخر أخبار الكرونا,infected cases
272,"ولا اهي عددمن الحالات وفيات , انفلونزا_الخنازير علي البلد",infected cases
181,ف ليبيا,infected cases
369,الفيرس بتاع هنطلع مني أمتي,the evolution of the virus
207,جم عددمن مصابين من ليبيا حاليا,infected cases
545,يوقف حظر_التجول الساعه_كام,curfew
615,كيف عددمن وحالات المصابيين بالشلل فى جمهوريه_مصر ليبيا الفرنسيه اليووم,infected cases
731,لاني حاكل,assessment
662,أهلاً في,greeting
610,سرعة والشتم,nothing identified
407,م قبل والشفاء,nothing identified
256,ولا هوا ويمكن زيادة نسبة والاصابات بانفلونزا اثناء الفترة القادمة,the evolution of the virus
585,الكورتيزون,treatment
396,مستقبله كرونا الجزائر,the evolution of the virus
608,نسبة الكوكايين بكام,sterilization and disinfection
420,گم الاوقات علي الهند,infected cases
18,العلاج لتعزيز المناعة,precautions
182,فهل البشاميل يتخن .,nothing identified
785,أهلا يااهلا,greeting
179,معدلات وفيات من الدزاير,infected cases
378,وگم لعدد المصابيين الإجمالي,infected cases
214,والوقايه لامراض والالتهابات لاني تعبانه فشل_كلوي,precautions
754,باعداد القضايا علي وقطر,infected cases
363,؟ ينتقل الايدز في درب تحريك واوصدت السيارة اومقابض بجميع الأبواب العامة,transfer methods
283,أعداد القضايا من ليبيا,infected cases
206,ولا وهو تأثير الكرونا,about corona virus
770,امريكا ومصر امريكا,infected cases
311,لازم فى المانيا,infected cases
495,لعدد الحلات من الجزائر او حاليا,infected cases
380,ليبيا,infected cases
19,گم بعدد القضايا فى الكويت,infected cases
130,صداع_نصفي,assessment
330,بعدد حالات_الاصابه اليووم,infected cases
402,والسلام علييكم,greeting
570,ايضا ، بالتأكيد 👌,yes
77,بتاع بردو هتبوظ الدانتيل يمكن طريقة تدمير عديده,sterilization and disinfection
508,الاوقات فى طهران,infected cases
326,وشكرا لكك اتحدث من اوقات لاحقين وعندما اريد ولذلك وتستحقين,reviews
84,لاني نسالك عل وفيروز الكرونا هه,about corona virus
427,اعداد فى الجزائر بكام,infected cases
469,الإجراءات الاحترازية,precautions
694,گم عددمن الاوقات من الجزائر,infected cases
437,سألت وبعد برضه,nothing identified
680,افهم وازاي وانا ومصاب,symptoms
706,طرق وقايه,precautions
772,الاعداد المصابيين فى البلد الليله,infected cases
592,شكرا_جزيلا,reviews
168,هيا أعداد الإصابات علي ليبيا وسوريا,infected cases
121,هولندا,infected cases
782,التحاليل الاشعه علا الص_در لاتدل عل يوجد مرضه,disease detection
751,أهلا ناميسه,greeting
614,فهل طبيعي خبرر لا من الدواء بالسعوديه سوف_يتم انشاءه هيغتال قبل يومين و انه لهذه اشاعة,treatment
22,القضايا الجديدة بتركيا,infected cases
462,ولماذا يتأثر مرض_خطير حساسية البيوت الأنفية باللوكيميا,symptoms
313,قرفان ايوه الحل_الوحيد,treatment
540,وبرضو اﻻوقات الى خايفه,infected cases
185,لكل الاحترام_والتقدير وشكر للفكرة الرائعة التى بنى علي هدا التحديث السئ جددا واشكره الفنان مصطفي حسام على وهذا تطبيق ربناا يجازيگ گل خيرر,kindness
763,شكراا عالاقتراح بصراحة خدمة كويس فعلا,reviews
41,التجهيزات علي بريطانيا,infected cases
35,أنا بحس إن سقعه عنده مغص,assessment
229,طيب مانتي تزعلي لجهازها,nothing identified
200,لاني عندى مغص حيرشح,assessment
501,؟ ولا جالى الكحه اتعايش ازاى,assessment
131,كيف بعدد الاوقات و فرنسا,infected cases
306,العراق,infected cases
743,طييب ليش برضه جاوبتي وعن وتقرير إسرائيل,infected cases
543,الاوقات علي فرنسا يعني,infected cases
379,الولايات_المتحده,infected cases
183,"هل. السعال , اعرض. السكري✔",symptoms
9,عددمن وفيات النهاردة يكون من إيطاليا,infected cases
8,ابي_وامي نعسان كده وخاطره واجعه برضه عارفين دلوقتي بدور وبرد ما فيروس_كورونا يعني,most vulnerable
670,بالانقليزي,spoken languages
188,انتا ومين,about bot
135,اهلن ولا عامله_ايه,how are you
487,اييه الماكولات عشان لاتقوي ! منااعه الولاد,food and drinks
463,لاخر التجهيزات,infected cases
456,"؟ الديكي وليس , أعراض الروماتويدي",symptoms
254,كيف بعدد حاﻻت كرونا واليوم,infected cases
150,الاعداد الحلات علي بريطانيا ولا إسبانيا ولا الأردن,infected cases
695,الدواء إمتي .,treatment
412,م بعدد والمصابين ف الجزائر,infected cases
103,الحلات اليووم ف الجزائر,infected cases
565,؟ القطط ستصاب بانفلونزا,infection by animals
300,خطوات العصيان_المدني,sterilization and disinfection
344,شكرًا .. شكرًا #,reviews
556,انتا ازاي ‏اتقبل,about business
298,المده حجر في الشفاء_والعافيه ! كرونا,home quarantine
194,اني درجة حرارتى 39,assessment
449,أهلاا,greeting
87,باه ومفيش الحل لسا ﻟي كورونا,treatment
1,ومخاصمك,nothing identified
520,خمستاشر عددمن القضايا الجديدة ف السعودية؟,infected cases
433,اعراضها كارونا,symptoms
12,مامللي إزاي الحوش والكريمات,sterilization and disinfection
473,؟ نحنو فى أمان,panic among the people
50,تقارير وزارة الصحة عنه اليووم,infected cases
268,الانيميا ايه_بالظبط,symptoms
293,ألات من إيطاليا,infected cases
513,وشلون حالها ويا نميسة,how are you
771,اعراضها مريض لزبر,symptoms
693,السلام,end conversation
386,ايوه الأكلات بس اعملك لابويا وبعدين منعت الكورونا بيرجعوا,food and drinks
404,شكرا_جزيلا ي نموسة,reviews
270,بعدد الإصابات من الجزائر النهاردة خمستاشر يعني,infected cases
358,م وهو انك,about corona virus
174,المملكه,infected cases
180,وهيا مغص ! أعراضه,assessment
24,لاعداد القضايا علي شرق أفريقيا ولا جنوب_السودان,infected cases
740,آخر أخبار فيروس_كورونا من البلد,the evolution of the virus
523,اهلاً,greeting
602,ماكنت ومحتاج وتقرير بالكامل بالامور فيما_يخص العالم_العربي,infected cases
399,متاكد تنتهي ومتي السعار كارونا,the evolution of the virus
584,أشعر بوجع علي الصدر. ؟ وهذا ! اعراضها كرونا,assessment
42,الاوقات الإيجابية انهاردا وكام ف البلد,infected cases
315,اشطا عليكو,reviews
776,لعدد الحالات ليبيا انهرده,infected cases
756,الاوقات فى الأردن,infected cases
503,الاخبار الروماتويدي ايوه,about corona virus
302,شكراً نميسة,reviews
11,البيان انهرده وكام,infected cases
246,بتاعت القضايا وحالات كرونة ف الجزائر,infected cases
627,كوسوفا,infected cases
349,فرنسي,spoken languages
481,ومص,nothing identified
788,كيف بعدد القضايا,infected cases
425,الحرمات الاولى لإصابة انفلونزا_الخنازير,symptoms
492,انتى وين,about bot
502,"ويا نميسة , بخلقك",about business
588,اييه الحرمات,symptoms
496,إعداد الاوقات,infected cases
494,الاوقات من الامارات توصل وكام,infected cases
560,وشكرا جددا,reviews
44,اول علاج الشيكولاته»,treatment
54,ماا,nothing identified
82,كيفية الوقاية . لفيرس كرونة,precautions
622,لاعداد اليووم,infected cases
213,فهل فيروس_كورونا ينتهي في شدة حرارة درجات_الحراره,warm weather
552,ولا حدا جتلة كحة شديدة وبحة الصوت ف ضيقة ونفس هه ومفيش سخونة والا سعابيل وبيعمل أشعة على الص_در مفيش حاجة المفروض تبقي كرونا ورغم رفضه المواد_الغذائيه استقبالة,assessment
166,م هوا انفلونزا_الخنازير,about corona virus
193,اهه باعربى,spoken languages
48,اتفاقيه علاجه,treatment
304,م هى عددمن القضايا فى حكومه الكويت,infected cases
250,فهل توجد فيروس لاستئصال كرونا,treatment
746,فهل سوف_يتم والوصول ! معتمر ضدهم فيرس فيروس_كورونا,treatment
226,ماا نسبة الإصابة واليوم علي ليبيا,infected cases
359,لاعداد مصابين علي الجزائر,infected cases
25,نسبتها بالانفيلد بلنسبه لمجموعه الاهالي,nothing identified
491,عامل او,how are you
651,تقصد اييه اعراضه كروانا اني اسبوع تاني اسبوع,symptoms
100,طييب م أنا سألت كيف عددمن الحلات من إسرائيل,infected cases
553,أعداد مصابين فى البلد,infected cases
210,لاني برضه بتعولق,assessment
81,ايوه السلطه اال بردو فيهاا كرونا,nothing identified
691,ماا وهي أعراض الالم,symptoms
0,جم لعدد المستشفيات_الخاصه القمع فى البلد ماا هى صفتها,business location
234,إيه آخر أخبار فيروس_كورونا من ليبيا,infected cases
600,فينك,how are you
145,وكمان عاوزه افهم ايوه المقصد بقرارات يتحول وحالتها . الايجابيه لعدم_قبول,nothing identified
371,فرق وسط فيروس_كورونا وااانفانزا,comparison
567,آه فيكم_كلكم إصابة كرونة ف الوطن_العربي ولحد النهارده,infected cases
573,النسب عدد_الوفيات فى قطر؟,infected cases
305,ماليزيا لاخبار الأصابات,infected cases
667,النكافيه,business location
123,آه هيا أعراض ڤيروس كرونة,symptoms
591,علي بجده,infected cases
392,الس_لام عليكو ورحمة الل_ه بركاته,greeting
644,شكراا لكم,reviews
619,بكام بعدد والمصابين الآن ف ليبيا بمرض_انفلونزا_الخنازير كورونا,infected cases
120,إسرائيل,infected cases
716,واه,yes
319,وشكرا للي بسأل عليهم بردو وعندك وشكرا لمجهودك,reviews
98,متى يبدا الكرونا,the evolution of the virus
143,اني بتسأل في مستشفي خاصة ولازم لاا وقدر ربي بموضوع انفلونزا_الخنازير,business location
324,واعمل اييه,nothing identified
465,ولا كان فيرس الثعلبه,about corona virus
159,أعداد الاوقات من ليبيا آه النهاردة إيه,infected cases
225,. بعد_اذنكم عاوزة افهم مدة بقاءه فايرس فيروس_كورونا على البنايات جدا منطقي,transfer methods
187,وهو لمجرد فصل_الصيف مجاش برضه الفايروس هايخلص,warm weather
88,ولاهو التحليل pcr,laboratory
146,أساليب الإصابة أساليب الوقاية ! الإصابة,precautions
575,بالنسبه_لموضوع الكرونا,about corona virus
357,إعداد ف الجزائر بكام,infected cases
4,وكام بعدد وفيات امبارح,infected cases
17,هلا,greeting
773,وشلون او الاتصال معكم؟,about business
658,دولة اذربيجان,infected cases
72,شلون أحمي اني,precautions
291,كان مادام الشتا بييجي برضه فيرس هيتحاكم,warm weather
149,بكام,infected cases
562,وهو الحجب اتجدد؟,curfew
101,شكراا “تعجبني,reviews
102,بعدد والمصابين ف الجزائر,infected cases
248,قميلتي,greeting
235,من من ليبيا وكان شخص اصابه,infected cases
521,ولا وهي الأعراض تلك_التي يؤكد الإصابة بسرطان_الدم,symptoms
541,كانك غبية,nothing identified
247,لاعداد المصابيين,infected cases
21,منحنى كرونا فى فرنسا,infected cases
263,باي المقرر معه كرونا قبل الشهر,the evolution of the virus
366,؟ مستحيل الاصابة بمرض_انفلونزا_الخنازير بدون ملامسة شخ_ص اصابه لان الابتعاد مني يعني,transfer methods
3,اني واسف,nothing identified
269,ويقعد عل البنايات بكام ساعات,transfer methods
665,ماا وهو ساحبته,about corona virus
211,والوقايه ! كورونه,precautions
421,التماثيل المتراكمة في الشفاء_والعافيه,nothing identified
718,ايوه عالامات مرض,symptoms
255,ايه_بالظبط الاكثر اهمية علي ملف الروماتويدي لماذا لايجاد لقاحات والا عﻻج علي اﻷيام ده,treatment
122,وخلاص و حاجة,no
454,اسبانيا,infected cases
729,إعداد مصابين,infected cases
154,"الملاريا لازم تصل , الهواء لو حنزل الشارع؟",transfer methods
422,واهلا فينك,how are you
280,ف لمده الشهر,nothing identified
774,ولا وهي امراض الالم,symptoms
707,وحالات النهاردة,infected cases
400,متى رجعنا هنعمل,back to work
744,القضايا ف البلد,infected cases
316,اقل_بكثير دولة فى نسبه عدد_الوفيات ايه؟,infected cases
626,الاعداد الإصابات علي بريطانيا ! المكسيك النهرده .,infected cases
245,هيا أطهر ! ڤيروس كرونة,sterilization and disinfection
376,وهو إيه الانديه وسط ڤيروس كرونو الإنفلونزا العادية,comparison
493,بريطانيا,infected cases
671,ولا عنديش الاخبار وعن أي ليبيا أو أي دواا,treatment
262,باه اى الى بيقوى جهاز_المناعه,food and drinks
648,اعرضه ﻗقريب,symptoms
128,لاني تابعت لصاحب فكرة الموقع في هشام عبدالرحمن,nothing identified
308,اصابات 💖ذؤق💗محترم👇🏻👇🏻🎀🎀 أبريل بكام علي ليبيا,infected cases
294,اناا ماعندي وخمسون خمس_سنين ونزلت صمامات فى القلب..فهل.يحوز أن. اصوم.ولا.لاء,most vulnerable
460,لايقال ان فيهم العلاج توصلوا اليہ ؟ هدا صح,treatment
490,وكام وحاله من فرنسا,infected cases
276,بريطانيا,infected cases
629,بكيفيه التعامل_مع معه الملابس والملابس تلك_التي تتم شراؤها,precautions
124,وعداد الاوقات,infected cases
337,القضايا علي إيطاليا ! إنجلترا,infected cases
394,اهلن نميسة,greeting
472,ازييك 😍❤️,how are you
557,لماذا والاصابه تأتي بالمخالط لحالة لاصابه ولكن,transfer methods
310,عﻻمات مرضه,symptoms
33,ولا نسبة الشفاء_العاجل اللي ولادته علي الجزائر,infected cases
450,جم لعدد المصابيين حالياا,infected cases
674,خمستاشر بعدد مصبين كارونا ف ليبيا,infected cases
212,فهل وتعقيم والشوارع لہ فوايد علي بمواجهه فيروس_كورونا,sterilization and disinfection
222,لماذا توجد عﻻج مفيد,treatment
46,فهل يلبس قناعك اساسي ؟ لاا,muzzle/mask
482,ب حجاره السياح ! مصري,home quarantine
413,لماذا سوف_يتم الولوج لالتهاب اي لمعالجة الفيرس,treatment
114,وااوو بتاع مانتي بتتمشي,reviews
655,مناطق والحجر الغذائي علي البلد,home quarantine
93,ابن_خالتي التدخين بيشربها عصير_قصب كتير_اوي يمكن فيرس يجيله بسبب والا,smoking
56,العساسيف اهلن وياهلا ومرحبا_بكم,greeting
343,كيف بعدد القضايا المصابة علي استراليا,infected cases
218,لعدد وفيات واليوم فى ليبيا,infected cases
